# actual tre, actual fre, expected tre, expected fre, mean fle, number of fids
2.6443691881779925,5.706019250660671,3.713318365003515,3.3267069291524263,5.76202542318344,3
2.7433070093042873,5.3642186588053,2.910284903233843,4.074367250102297,5.76202542318344,4
1.906907091143571,5.421267083201238,2.5769771808455317,4.463245700882641,5.76202542318344,5
1.8026456490822451,5.046646304491081,2.352417545418119,4.704674057247913,5.76202542318344,6
2.214945980561719,5.151404824664807,2.189711773539839,4.8698003022573655,5.76202542318344,7
2.1332268292543466,4.914109220821365,2.086240063266852,4.99006039372864,5.76202542318344,8
2.349213897716692,4.924353350685134,1.9578928005278593,5.081628772591696,5.76202542318344,9
0.9125989291155493,2.523873459472023,2.5570069384504746,2.5569642144310736,4.428791932530061,3
0.5292584586432735,2.4736200235516628,2.3020168351500074,3.1316288079562806,4.428791932530061,4
0.6635124114194502,2.3066284824155403,2.134572273404623,3.4305274797013374,4.428791932530061,5
1.4578637362531062,2.7284402990796113,1.9002914403594273,3.616093470551091,4.428791932530061,6
0.7004862453974708,3.2233785289372543,1.716143574194602,3.74301234508511,4.428791932530061,7
0.7156473166532358,3.0665639828130065,1.5885075392958994,3.8354463216466104,4.428791932530061,8
0.8023255625884148,3.048883208246296,1.5553774372403442,3.9058273539745634,4.428791932530061,9
2.4955680042796824,3.651714912104065,4.309216445088896,3.6403014177825175,6.305187010464338,3
1.861023670730324,4.427851713475758,3.2075880269554613,4.458440491748669,6.305187010464338,4
1.7911961721089633,3.9890831711599426,2.8269693584153477,4.883976857250342,6.305187010464338,5
1.9612474298058724,3.935073416660596,2.8443346538629197,5.148163636154043,6.305187010464338,6
7.1353492608822435,2.2425094500283795,8.522803594665854,1.4985925814528709,2.5956384909221732,3
1.727891862517539,2.756084860858352,2.8273204556536355,1.8353935784398856,2.5956384909221732,4
0.9319028368090476,2.6198313378781455,1.399503768014465,2.0105729296233057,2.5956384909221732,5
0.6380425193903527,2.502114558261739,1.1434115955061446,2.119329953162357,2.5956384909221732,6
29.09018530276723,6.095032780075851,10.800014236871638,3.9437711626761702,6.8308120271801105,3
4.7381272690685,6.266265891005207,4.356159909513702,4.830113505429684,6.8308120271801105,4
5.188199411541054,6.502167640247371,3.639410928883085,5.291124244468379,6.8308120271801105,5
5.576749954808608,6.096754563589394,3.5867483401046787,5.5773346651525495,6.8308120271801105,6
5.609239957353729,5.919095914740229,3.666191337924203,5.7730898480219945,6.8308120271801105,7
5.590636547065954,5.688888433103623,3.747536562232703,5.915656744014255,6.8308120271801105,8
6.424498591306079,5.988895777453707,3.7826018408078825,6.024209958849184,6.8308120271801105,9
3.3062117692992246,2.9318672420426664,2.86822392027111,2.8623496254205545,4.957734980254144,3
3.1391178192608513,3.2041356733065114,2.5390628661180306,3.5056480238634595,4.957734980254144,4
2.1743204906498357,3.3041887797688116,2.360397469007375,3.840245002686851,4.957734980254144,5
2.170399156307955,3.0283955448386566,2.229576734093931,4.047973660523296,4.957734980254144,6
2.3604105737893515,3.0123420165519814,2.0887741592109172,4.190050812378188,4.957734980254144,7
